city,year,weekofyear,total_cases
iq,2011,19,116
iq,2011,20,116
iq,2011,21,116
iq,2011,22,116
iq,2011,23,116
iq,2011,24,116
iq,2011,25,116
iq,2011,26,116
iq,2011,27,116
iq,2011,28,116
iq,2011,29,116
iq,2011,30,116
iq,2011,31,116
iq,2011,32,116
iq,2011,33,116
iq,2011,34,116
iq,2011,35,116
iq,2011,36,116
iq,2011,37,116
iq,2011,38,116
iq,2011,39,116
iq,2011,40,116
iq,2011,41,116
iq,2011,42,116
iq,2011,43,116
iq,2011,44,116
iq,2011,45,116
iq,2011,46,116
iq,2011,47,116
iq,2011,48,116
iq,2011,49,116
iq,2011,50,116
iq,2011,51,116
iq,2012,52,116
iq,2012,1,116
iq,2012,2,116
iq,2012,3,116
iq,2012,4,116
iq,2012,5,116
iq,2012,6,116
iq,2012,7,116
iq,2012,8,116
iq,2012,9,116
iq,2012,10,116
iq,2012,11,116
iq,2012,12,116
iq,2012,13,116
iq,2012,14,116
iq,2012,15,116
iq,2012,16,116
iq,2012,17,116
iq,2012,18,116
iq,2012,19,116
iq,2012,20,116
iq,2012,21,116
iq,2012,22,116
iq,2012,23,116
iq,2012,24,116
iq,2012,25,116
iq,2012,26,116
iq,2012,27,116
iq,2012,28,116
iq,2012,29,116
iq,2012,30,116
iq,2012,31,116
iq,2012,32,116
iq,2012,33,116
iq,2012,34,116
iq,2012,35,116
iq,2012,36,116
iq,2012,37,116
iq,2012,38,116
iq,2012,39,116
iq,2012,40,116
iq,2012,41,116
iq,2012,42,116
iq,2012,43,116
iq,2012,44,116
iq,2012,45,116
iq,2012,46,116
iq,2012,47,116
iq,2012,48,116
iq,2012,49,116
iq,2012,50,116
iq,2012,51,116
iq,2013,1,116
iq,2013,2,116
iq,2013,3,116
iq,2013,4,116
iq,2013,5,116
iq,2013,6,116
iq,2013,7,116
iq,2013,8,116
iq,2013,9,116
iq,2013,10,116
iq,2013,11,116
iq,2013,12,116
iq,2013,13,116
iq,2013,14,116
iq,2013,15,116
iq,2013,16,116
iq,2013,17,116
iq,2013,18,116
iq,2013,19,116
iq,2013,20,116
iq,2013,21,116
iq,2013,22,116
iq,2013,23,116
iq,2013,24,116
iq,2013,25,116
iq,2013,26,116
