year,weekofyear,city,total_cases
2010,53,sj,50.21487
2010,1,sj,29.598661
2010,2,sj,28.688187
2010,3,sj,31.247446
2010,4,sj,30.22968
2010,5,sj,24.268017
2010,6,sj,24.432743
2010,7,sj,24.436054
2010,8,sj,38.673862
2010,9,sj,28.321888
2010,10,sj,196.54146
2010,11,sj,32.05262
2010,12,sj,28.762316
2010,13,sj,28.696976
2010,14,sj,30.437115
2010,15,sj,26.735708
2010,16,sj,34.45116
2010,17,sj,142.56578
2010,18,sj,34.712505
2010,19,sj,31.717773
2010,20,sj,36.967724
2010,21,sj,34.084377
2010,22,sj,80.13284
2010,23,sj,34.35155
2010,24,sj,31.516747
2010,25,sj,42.892483
2010,26,sj,37.07165
2010,27,sj,36.13638
2010,28,sj,37.011894
2010,29,sj,167.35722
2010,30,sj,38.55525
2010,31,sj,35.199078
2010,32,sj,62.44312
2010,33,sj,38.055485
2010,34,sj,35.15575
2010,35,sj,43.135494
2010,36,sj,36.909275
2010,37,sj,40.149364
2010,38,sj,30.63393
2010,39,sj,33.144165
2010,40,sj,38.671623
2010,41,sj,38.885693
2010,42,sj,27.972565
2010,43,sj,29.26198
2010,44,sj,36.386772
2010,45,sj,51.943226
2010,46,sj,30.595837
2010,47,sj,31.504759
2010,48,sj,31.805056
2010,49,sj,23.844603
2010,50,sj,32.06925
2010,51,sj,27.744743
2011,52,sj,29.032803
2011,1,sj,26.314486
2011,2,sj,23.70216
2011,3,sj,30.6454
2011,4,sj,28.596363
2011,5,sj,28.228653
2011,6,sj,24.04315
2011,7,sj,27.827732
2011,8,sj,29.747255
2011,9,sj,27.57599
2011,10,sj,27.327833
2011,11,sj,29.059315
2011,12,sj,28.150791
2011,13,sj,30.774908
2011,14,sj,27.151966
2011,15,sj,26.49771
2011,16,sj,32.518383
2011,17,sj,24.996828
2011,18,sj,32.575764
2011,19,sj,28.194519
2011,20,sj,68.143456
2011,21,sj,93.93467
2011,22,sj,35.961006
2011,23,sj,116.42373
2011,24,sj,53.740807
2011,25,sj,35.445103
2011,26,sj,35.111755
2011,27,sj,37.909542
2011,28,sj,36.909096
2011,29,sj,32.69434
2011,30,sj,38.722267
2011,31,sj,39.22286
2011,32,sj,39.563293
2011,33,sj,33.565716
2011,34,sj,46.43701
2011,35,sj,37.22784
2011,36,sj,35.0364
2011,37,sj,36.88626
2011,38,sj,35.10413
2011,39,sj,34.84759
2011,40,sj,29.924116
2011,41,sj,31.17706
2011,42,sj,32.162407
2011,43,sj,26.835785
2011,44,sj,32.06536
2011,45,sj,28.921885
2011,46,sj,72.23502
2011,47,sj,38.138817
2011,48,sj,35.460377
2011,49,sj,28.89153
2011,50,sj,43.336678
2011,51,sj,20.738405
2012,52,sj,22.956816
2012,1,sj,29.839766
2012,2,sj,28.961327
2012,3,sj,28.653637
2012,4,sj,28.419392
2012,5,sj,24.24605
2012,6,sj,29.088163
2012,7,sj,24.603117
2012,8,sj,27.531403
2012,9,sj,27.444414
2012,10,sj,28.556908
2012,11,sj,30.777424
2012,12,sj,57.51136
2012,13,sj,36.57149
2012,14,sj,32.35381
2012,15,sj,28.344616
2012,16,sj,34.354794
2012,17,sj,27.235933
2012,18,sj,58.070374
2012,19,sj,33.622177
2012,20,sj,73.13701
2012,21,sj,30.535252
2012,22,sj,29.145826
2012,23,sj,30.769142
2012,24,sj,25.354956
2012,25,sj,32.187447
2012,26,sj,29.553602
2012,27,sj,30.382063
2012,28,sj,35.148315
2012,29,sj,34.308002
2012,30,sj,34.295025
2012,31,sj,32.009415
2012,32,sj,41.13989
2012,33,sj,93.928
2012,34,sj,44.807632
2012,35,sj,40.404297
2012,36,sj,30.74491
2012,37,sj,30.988913
2012,38,sj,31.970032
2012,39,sj,30.710064
2012,40,sj,34.852776
2012,41,sj,31.944077
2012,42,sj,37.261707
2012,43,sj,31.593903
2012,44,sj,32.756557
2012,45,sj,34.46874
2012,46,sj,38.780846
2012,47,sj,568.05457
2012,48,sj,35.39248
2012,49,sj,31.993652
2012,50,sj,128.2322
2012,51,sj,62.524555
2013,1,sj,29.917847
2013,2,sj,24.043
2013,3,sj,25.666515
2013,4,sj,29.448105
2013,5,sj,26.80849
2013,6,sj,21.111277
2013,7,sj,27.21151
2013,8,sj,27.994892
2013,9,sj,21.90701
2013,10,sj,335.6007
2013,11,sj,30.01486
2013,12,sj,17.33016
2013,13,sj,22.402271
2013,14,sj,36.990715
2013,15,sj,28.032255
2013,16,sj,19.18026
2013,17,sj,27.784853
