year,weekofyear,city,total_cases
2012,11,sj,31.635729
2012,12,sj,29.955011
2012,13,sj,33.66101
2012,14,sj,36.412968
2012,15,sj,37.507694
2012,16,sj,36.255535
2012,17,sj,31.357313
2012,18,sj,41.333733
2012,19,sj,38.666008
2012,20,sj,45.021286
2012,21,sj,44.091717
2012,22,sj,39.732464
2012,23,sj,45.293655
2012,24,sj,45.08145
2012,25,sj,47.796097
2012,26,sj,47.91515
2012,27,sj,46.643974
2012,28,sj,45.153385
2012,29,sj,48.933315
2012,30,sj,49.279102
2012,31,sj,47.351162
2012,32,sj,48.179485
2012,33,sj,48.140984
2012,34,sj,49.83594
2012,35,sj,46.51463
2012,36,sj,47.236073
2012,37,sj,46.226925
2012,38,sj,47.399902
2012,39,sj,48.9842
2012,40,sj,47.330795
2012,41,sj,45.95971
2012,42,sj,48.376743
2012,43,sj,47.674007
2012,44,sj,48.015507
2012,45,sj,46.420795
2012,46,sj,44.988384
2012,47,sj,46.34866
2012,48,sj,42.13388
2012,49,sj,39.891266
2012,50,sj,36.063435
2012,51,sj,33.80631
2013,1,sj,35.88504
2013,2,sj,34.00447
2013,3,sj,29.365644
2013,4,sj,30.416883
2013,5,sj,34.14602
2013,6,sj,29.342115
2013,7,sj,29.427011
2013,8,sj,28.925056
2013,9,sj,31.091194
2013,10,sj,30.254625
2013,11,sj,27.087347
2013,12,sj,24.381641
2013,13,sj,37.115196
2013,14,sj,36.835266
2013,15,sj,38.4847
2013,16,sj,38.305195
2013,17,sj,34.027348
