year,weekofyear,city,total_cases
2010,22,sj,461.0
2010,23,sj,461.0
2010,24,sj,461.0
2010,25,sj,461.0
2010,26,sj,461.0
2010,27,sj,461.0
2010,28,sj,461.0
2010,29,sj,461.0
2010,30,sj,461.0
2010,31,sj,461.0
2010,32,sj,461.0
2010,33,sj,461.0
2010,34,sj,461.0
2010,35,sj,461.0
2010,36,sj,461.0
2010,37,sj,461.0
2010,38,sj,461.0
2010,39,sj,461.0
2010,40,sj,461.0
2010,41,sj,461.0
2010,42,sj,461.0
2010,43,sj,461.0
2010,44,sj,461.0
2010,45,sj,461.0
2010,46,sj,461.0
2010,47,sj,461.0
2010,48,sj,461.0
2010,49,sj,461.0
2010,50,sj,461.0
2010,51,sj,461.0
2011,52,sj,461.0
2011,1,sj,461.0
2011,2,sj,461.0
2011,3,sj,461.0
2011,4,sj,461.0
2011,5,sj,461.0
2011,6,sj,461.0
2011,7,sj,461.0
2011,8,sj,461.0
2011,9,sj,461.0
2011,10,sj,461.0
2011,11,sj,461.0
2011,12,sj,461.0
2011,13,sj,461.0
2011,14,sj,461.0
2011,15,sj,461.0
2011,16,sj,461.0
2011,17,sj,461.0
2011,18,sj,461.0
2011,19,sj,461.0
2011,20,sj,461.0
2011,21,sj,461.0
2011,22,sj,461.0
2011,23,sj,461.0
2011,24,sj,461.0
2011,25,sj,461.0
2011,26,sj,461.0
2011,27,sj,461.0
2011,28,sj,461.0
2011,29,sj,461.0
2011,30,sj,461.0
2011,31,sj,461.0
2011,32,sj,461.0
2011,33,sj,461.0
2011,34,sj,461.0
2011,35,sj,461.0
2011,36,sj,461.0
2011,37,sj,461.0
2011,38,sj,461.0
2011,39,sj,461.0
2011,40,sj,461.0
2011,41,sj,461.0
2011,42,sj,461.0
2011,43,sj,461.0
2011,44,sj,461.0
2011,45,sj,461.0
2011,46,sj,461.0
2011,47,sj,461.0
2011,48,sj,461.0
2011,49,sj,461.0
2011,50,sj,461.0
2011,51,sj,461.0
2012,52,sj,461.0
2012,1,sj,461.0
2012,2,sj,461.0
2012,3,sj,461.0
2012,4,sj,461.0
2012,5,sj,461.0
2012,6,sj,461.0
2012,7,sj,461.0
2012,8,sj,461.0
2012,9,sj,461.0
2012,10,sj,461.0
2012,11,sj,461.0
2012,12,sj,461.0
2012,13,sj,461.0
2012,14,sj,461.0
2012,15,sj,461.0
2012,16,sj,461.0
2012,17,sj,461.0
2012,18,sj,461.0
2012,19,sj,461.0
2012,20,sj,461.0
2012,21,sj,461.0
2012,22,sj,461.0
2012,23,sj,461.0
2012,24,sj,461.0
2012,25,sj,461.0
2012,26,sj,461.0
2012,27,sj,461.0
2012,28,sj,461.0
2012,29,sj,461.0
2012,30,sj,461.0
2012,31,sj,461.0
2012,32,sj,461.0
2012,33,sj,461.0
2012,34,sj,461.0
2012,35,sj,461.0
2012,36,sj,461.0
2012,37,sj,461.0
2012,38,sj,461.0
2012,39,sj,461.0
2012,40,sj,461.0
2012,41,sj,461.0
2012,42,sj,461.0
2012,43,sj,461.0
2012,44,sj,461.0
2012,45,sj,461.0
2012,46,sj,461.0
2012,47,sj,461.0
2012,48,sj,461.0
2012,49,sj,461.0
2012,50,sj,461.0
2012,51,sj,461.0
2013,1,sj,461.0
2013,2,sj,461.0
2013,3,sj,461.0
2013,4,sj,461.0
2013,5,sj,461.0
2013,6,sj,461.0
2013,7,sj,461.0
2013,8,sj,461.0
2013,9,sj,461.0
2013,10,sj,461.0
2013,11,sj,461.0
2013,12,sj,461.0
2013,13,sj,461.0
2013,14,sj,461.0
2013,15,sj,461.0
2013,16,sj,461.0
2013,17,sj,461.0
